GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,Publisher Name,Publisher ZipCode,Object Type,Language,Pages,Start Page,Company Name,Company NAIC,Subject Terms
430302132,China accuses two U.S. officers of spying and will expel them,1995-08-03,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A1,['Air Force-US'],,"['International relations-US', 'Espionage']"
430303202,China Accuses Two U.S. Officers Of Spying and Will Expel Them,1995-08-03,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,,,"['ARMAMENT, DEFENSE AND MILITARY FORCES', 'ESPIONAGE', 'UNITED STATES ARMAMENT AND DEFENSE', 'AIR FORCES', 'CHINA-INTERNATIONAL RELATIONS-US']"
430303270,NEWS SUMMARY,1995-08-03,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430313715,NEWS SUMMARY,1995-09-16,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430315106,MEDDLING BY CHINA IS SEEN AS MARRING MEETING ON WOMEN,1995-09-02,Newspapers,"['Tyler, Patrick E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,"['UNITED NATIONS (UN)', 'AMNESTY INTERNATIONAL']",,"['WOMEN', 'UNITED NATIONS CONFERENCE ON WOMEN', 'FREEDOM AND HUMAN RIGHTS', 'NEWS AND NEWS MEDIA']"
430315875,WOMEN AT FORUM AGREE TO PRESS ON,1995-09-04,Newspapers,"['Tyler, Patrick E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['UNITED NATIONS (UN)'],,"['WOMEN', 'UNITED STATES INTERNATIONAL RELATIONS', 'UNITED NATIONS CONFERENCE ON WOMEN', 'CONVENTIONS AND CONFERENCES']"
430316408,"China: Kind Words, Little Effect",1995-08-07,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.12,,,"['EDITORIALS', 'UNITED STATES INTERNATIONAL RELATIONS', 'CHINA-INTERNATIONAL RELATIONS-US', 'CHINA-INTERNATIONAL RELATIONS-TAIWAN', 'FREEDOM AND HUMAN RIGHTS', 'POLITICS AND GOVERNMENT']"
430316469,Meeting of women says surveillance by China must end,1995-09-03,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,11,"['United Nations', 'UN']",,"['Women', 'Surveillance of citizens', 'Conferences']"
430319264,Real Politics: Why Suharto Is In and Castro Is Out,1995-10-31,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Undefined,English,,A.3,,,"['UNITED STATES INTERNATIONAL RELATIONS', 'CUBA-INTERNATIONAL RELATIONS-US', 'INDONESIA-INTERNATIONAL RELATIONS-US', 'CHINA-INTERNATIONAL RELATIONS-US', 'FREEDOM AND HUMAN RIGHTS']"
430322160,THE WORLD; When Spies Look Out For the Almighty Buck,1995-10-22,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,4.4,['CENTRAL INTELLIGENCE AGENCY (CIA)'],,"['INTELLIGENCE SERVICES', 'UNITED STATES INTERNATIONAL RELATIONS', 'INTERNATIONAL RELATIONS', 'JAPAN-INTERNATIONAL RELATIONS-US', 'AUTOMOBILES', 'INTERNATIONAL TRADE AND WORLD MARKET', 'ECONOMIC CONDITIONS AND TRENDS', 'UNITED STATES ECONOMY', 'ESPIONAGE']"
430325154,Challenging the censors in Beijing,1995-09-01,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A24,"['United Nations', 'UN']",,"['Editorials', 'Demonstrations & protests', 'Conferences', 'Censorship']"
430325584,THE ANNOTATED CALENDAR; FILM,1995-09-10,Newspapers,"['James, Caryn']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Reports - All types,English,,2.65,,,['MOTION PICTURES']
430327454,NEWS SUMMARY,1995-09-04,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430328440,MEETING OF WOMEN SAYS SURVEILLANCE BY CHINA MUST END,1995-09-03,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,1.1,['UNITED NATIONS (UN)'],,"['WOMEN', 'SECURITY AND WARNING SYSTEMS']"
430328530,Real Politics: Why Suharto Is In and Castro Is Out,1995-10-31,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Undefined,English,,A.3,,,"['UNITED STATES INTERNATIONAL RELATIONS', 'CUBA-INTERNATIONAL RELATIONS-US', 'INDONESIA-INTERNATIONAL RELATIONS-US', 'CHINA-INTERNATIONAL RELATIONS-US', 'FREEDOM AND HUMAN RIGHTS']"
430329177,NEWS SUMMARY,1995-09-03,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,1.2,,,
430330363,U.S. Won't Admit or Explain Its Trade Espionage to Japan,1995-10-28,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.4,['CENTRAL INTELLIGENCE AGENCY (CIA)'],,"['UNITED STATES INTERNATIONAL RELATIONS', 'JAPAN-INTERNATIONALRELATIONS-US', 'INTERNATIONAL TRADE AND WORLD MARKET', 'AUTOMOBILES', 'ESPIONAGE']"
430330420,U.S. Won't Admit or Explain Its Trade Espionage to Japan,1995-10-28,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.4,['CENTRAL INTELLIGENCE AGENCY (CIA)'],,"['UNITED STATES INTERNATIONAL RELATIONS', 'JAPAN-INTERNATIONAL RELATIONS-US', 'INTERNATIONAL TRADE AND WORLD MARKET', 'AUTOMOBILES', 'ESPIONAGE']"
430336824,Beijing Meeting Signals Women's Solidarity; Will Repression Win?,1995-09-08,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.26,['UNITED NATIONS (UN)'],,"['WOMEN', 'UNITED NATIONS CONFERENCE ON WOMEN']"
430337598,Brooklyn Killing Is Linked To a Kidnapping in Seattle,1995-09-07,Newspapers,"['Dunn, Ashley']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.3,,,"['MURDERS AND ATTEMPTED MURDERS', 'KIDNAPPING', 'IMMIGRATION AND REFUGEES']"
430349956,THE WORLD; When Spies Look Out For the Almighty Buck,1995-10-22,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,4.4,['CENTRAL INTELLIGENCE AGENCY (CIA)'],,"['INTELLIGENCE SERVICES', 'UNITED STATES INTERNATIONAL RELATIONS', 'INTERNATIONAL RELATIONS', 'JAPAN-INTERNATIONAL RELATIONS-US', 'AUTOMOBILES', 'INTERNATIONAL TRADE AND WORLD MARKET', 'ECONOMIC CONDITIONS AND TRENDS', 'UNITED STATES ECONOMY', 'ESPIONAGE']"
430352721,Emerging Role For the C.I.A.: Economic Spy,1995-10-15,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,1.1,['CENTRAL INTELLIGENCE AGENCY (CIA) CENTRAL INTELLIGENCE AGENCY'],,"['INTERNATIONAL TRADE AND WORLD MARKET', 'INDUSTRIAL ESPIONAGE AND PIRACY', 'UNITED STATES INTERNATIONAL RELATIONS', 'ECONOMIC CONDITIONS AND TRENDS', 'Privatization', 'Espionage']"
430365910,Emerging Role For the C.I.A.: Economic Spy,1995-10-15,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,1.1,['CENTRAL INTELLIGENCE AGENCY (CIA)'],,"['INTERNATIONAL TRADE AND WORLD MARKET', 'INDUSTRIAL ESPIONAGE AND PIRACY', 'UNITED STATES INTERNATIONAL RELATIONS', 'ECONOMIC CONDITIONS AND TRENDS', 'Privatization', 'Espionage']"
430383710,Spy Satellite Built by China To Hit Earth,1995-11-28,Newspapers,"['Broad, William J']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.19,,,"['SPACE', 'ACCIDENTS AND SAFETY', 'ESPIONAGE', 'SATELLITES']"
430385625,PRACTICAL TRAVELER; Picking a Present For the Road,1995-11-26,Newspapers,"['Wade, Betsy']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,5.4,,,"['TRAVEL AND VACATIONS', 'GIFTS', 'NYTRAVEL', 'CHRISTMAS GIFTS']"
430386355,Spy satellite built by China to hit Earth,1995-11-28,Newspapers,"['Broad, William J']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A19,,,"['Space surveillance', 'Satellites', 'Intelligence gathering']"
430413756,Nicaragua Outbreak May Be Solved,1995-11-08,Newspapers,"['Altman, Lawrence K']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.11,,,"['LEPTOSPIROSIS', 'BACTERIA', 'ANTIBIOTICS']"
430424493,"Israel and Syria Agree to Renew Peace Talks, Secluded in MarylandUnder U.S. Auspices",1995-12-21,Newspapers,"['Wren, Christopher S']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.12,,,['UNITED STATES INTERNATIONAL RELATIONS']
430457296,Ex-Seoul President Now Facing Judgment of Democracy,1995-12-04,Newspapers,"['Kristof, Nicholas D']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.8,,,
430460133,"IDEAS & TRENDS; Despite New Curb, The Trend in China Points to Openness",1996-01-21,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,4.4,,,['GOVERNMENT INFORMATION POLICIES']
430470138,Tests of Malaria Drug From China Bring Hope and Cautionary Tales,1996-01-16,Newspapers,"['Grady, Denise']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.3,,,"['MALARIA', 'DRUGS (PHARMACEUTICALS)', 'PYRONARIDINE (DRUG)', 'TESTS ANDTESTING']"
430471480,China Detains U.S. Attache and Seeks Recall,1996-01-17,Newspapers,"['Weiner, Tim']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.6,,,"['MILITARY BASES AND INSTALLATIONS', 'UNITED STATES INTERNATIONALRELATIONS', 'CHINA-INTERNATIONAL RELATIONS-US']"
430471633,Essay; Rise Of 'The Stepson',1996-01-15,Newspapers,"['SAFIRE, WILLIAM']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.17,,,"['APPOINTMENTS AND EXECUTIVE CHANGES', 'BIOGRAPHICAL INFORMATION', 'INTERNATIONAL RELATIONS', 'CHINA-INTERNATIONAL RELATIONS-RUSSIA']"
430477093,On My Mind; Death for Chinese Children,1996-01-09,Newspapers,"['Rosenthal, A M']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.31,,,"['FREEDOM AND HUMAN RIGHTS', 'UNITED STATES INTERNATIONAL RELATIONS', 'CHINA-INTERNATIONAL RELATIONS-US', 'ELECTION ISSUES', 'PRESIDENTIAL ELECTION OF 1996', 'CHILDREN AND YOUTH', 'ABORTION', 'BOYCOTTS', 'ORPHANS AND ORPHANAGES']"
430479594,On My Mind; Death for Chinese Children,1996-01-09,Newspapers,"['Rosenthal, A M']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.31,,,"['FREEDOM AND HUMAN RIGHTS', 'UNITED STATES INTERNATIONAL RELATIONS', 'CHINA-INTERNATIONAL RELATIONS-US', 'ELECTION ISSUES', 'PRESIDENTIAL ELECTION OF 1996', 'CHILDREN AND YOUTH', 'ABORTION', 'BOYCOTTS', 'ORPHANS AND ORPHANAGES']"
430479976,New Piracy Feared in CD-ROM Software,1996-01-08,Newspapers,"['Flynn, Laurie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.39,['BUSINESS SOFTWARE ALLIANCE'],,"['ELECTRONIC INFORMATION SYSTEMS', 'INDUSTRIAL ESPIONAGE AND PIRACY', 'SOFTWARE PRODUCTS', 'INTERNET (COMPUTER NETWORK)', 'CD-ROM (COMPACT DISK-READ ONLY MEMORY)']"
430494944,New Piracy Feared in CD-ROM Software,1996-01-08,Newspapers,"['Flynn, Laurie']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.39,['BUSINESS SOFTWARE ALLIANCE'],,"['ELECTRONIC INFORMATION SYSTEMS', 'INDUSTRIAL ESPIONAGE AND PIRACY', 'SOFTWARE PRODUCTS', 'INTERNET (COMPUTER NETWORK)', 'CD-ROM (COMPACT DISK-READ ONLY MEMORY)']"
430500852,Copyright Pirates Prosper In China Despite Promises,1996-02-20,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['INTERNATIONAL FEDERATION OF PHONOGRAPHIC INDUSTRIES'],,"['MUSIC', 'COPYRIGHTS', 'INTERNATIONAL TRADE AND WORLD MARKET', 'CHINA-INTERNATIONAL RELATIONS-US', 'FACTORIES AND INDUSTRIAL PLANTS', 'RECORDINGS (AUDIO)', 'INDUSTRIAL ESPIONAGE AND PIRACY', 'FINES (PENALTIES)', 'TREATIES', 'ORGANIZED CRIME', 'ARMAMENT, DEFENSE AND MILITARY FORCES']"
430501263,'The Most Dangerous Game in Town',1996-03-31,Newspapers,"['Kent, Bill']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,13NJ.16,,,"['Games', 'Gambling', 'Casinos']"
430501583,China to Buy 72 Advanced Fighter Planes From Russia,1996-02-07,Newspapers,"['Tyler, Patrick E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.3,,,"['AIRLINES AND AIRPLANES', 'MILITARY AIRCRAFT', 'CHINA-INTERNATIONALRELATIONS-RUSSIA', 'ARMAMENT, DEFENSE AND MILITARY FORCES']"
430502322,NEWS SUMMARY,1996-02-07,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430502846,U.S. WARNS CHINA OVER VIOLATIONS OF TRADE ACCORD,1996-02-04,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,1.1,,,"['DATA PROCESSING (COMPUTERS)', 'INTERNATIONAL TRADE AND WORLD MARKET', 'CUSTOMS (TARIFF)', 'COMPACT DISKS', 'INDUSTRIAL ESPIONAGE AND PIRACY', 'COPYRIGHTS', 'RECORDINGS (AUDIO)', 'RECORDINGS (VIDEO)', 'ARMS SALES ABROAD', 'POLITICS AND GOVERNMENT', 'FREEDOM AND HUMAN RIGHTS', 'UNITED STATES INTERNATIONAL RELATIONS', 'CHINA-INTERNATIONAL RELATIONS-US', 'Music', 'Missiles', 'Trade disputes']"
430504053,"Tibet Repression Worse, Rights Groups Charge",1996-03-26,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.8,,,"['Political persecution', 'Human rights', 'Freedom of religion', 'Arrests']"
430506143,INSIDE,1996-02-24,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,,,
430507790,"C.I.A. Chief Defends Secrecy, in Spending and Spying, to Senate",1996-02-23,Newspapers,"['Weiner, Tim']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.5,"['CENTRAL INTELLIGENCE AGENCY (CIA)', 'SENATE COMMITTEE ONINTELLIGENCE CENTRAL INTELLIGENCE AGENCY']",,"['INTELLIGENCE SERVICES', 'GOVERNMENT INFORMATION POLICIES', 'DISCLOSURE OFINFORMATION', 'CENSORSHIP', 'FINANCES', 'BUDGETS AND BUDGETING', 'NEWS AND NEWS MEDIA', 'INFORMERS', 'ESPIONAGE']"
430510485,U.S. SAYS CUBANS KNEW THEY FIRED ON CIVILIAN PLANES,1996-02-28,Newspapers,"['CROSSETTE, BARBARA']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,"['BROTHERS TO THE RESCUE', 'UNITED NATIONS (UN) UNITED NATIONS', 'UNITEDNATIONS SECURITY COUNCIL']",,"['UNITED STATES INTERNATIONAL RELATIONS', 'AIRLINES AND AIRPLANES', 'CUBA-INTERNATIONAL RELATIONS-US', 'RECORDINGS (AUDIO)', 'CUBAN-AMERICANS']"
430529009,F.B.I. Using Newspaper Ads To Seek Vietnam Informers,1996-03-12,Newspapers,"['Goldberg, Carey']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.1,['FEDERAL BUREAU OF INVESTIGATION (FBI) FEDERAL BUREAU OFINVESTIGATION'],,"['ESPIONAGE', 'ADVERTISING', 'VIETNAMESE-AMERICANS', 'IMMIGRATION AND REFUGEES', 'SCIENCE AND TECHNOLOGY', 'NEWSPAPERS']"
430531592,NEWS SUMMARY,1996-03-12,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430531880,Ex-Director of C.I.A. Disappears While Canoeing on Choppy River,1996-04-30,Newspapers,"['Weiner, Tim']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,2.0,A.1,"['Central Intelligence Agency', 'CIA']",,"['Missing persons', 'Drownings']"
430561246,China Frees Official Jailed After '89 Revolt,1996-05-28,Newspapers,"['Tyler, Patrick E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,A.9,['Communist Party-China'],,"['Political prisoners', 'Political dissent']"
430563593,"In Germany, Vietnamese Terrorize Vietnamese",1996-05-23,Newspapers,"['Kinzer, Stephen']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,A.4,,,"['Smuggling', 'Murders & murder attempts', 'Minority & ethnic groups', 'Gangs', 'Cigarettes']"
430566240,News Summary,1996-05-29,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,A.2,,,
430571790,Still Battling Nuclear Weapons 50 Years After Manhattan Project,1996-05-21,Newspapers,"['Broad, William J']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,C.1,,,"['Scientists', 'Personal profiles', 'Nuclear weapons', 'Nobel prizes', 'Arms control', 'Activists']"
430575844,At the Multiplex: From 'First Kid' To Last Dragon,1996-05-12,Newspapers,"['Gates, Anita']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,2.27,,,['Motion pictures']
430578408,"For Killer Asteroids, Respect at Last",1996-05-14,Newspapers,"['Broad, William J']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,C.1,,,"['Field study', 'Astronomy', 'Asteroids']"
430578739,"William E. Colby, 76, Head of C.I.A. in a Time of Upheaval",1996-05-07,Newspapers,"['Weiner, Tim']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,B.7,,,['Deaths']
430579184,News Summary,1996-05-08,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430591570,India Warns It Won't Sign Test Ban Pact As It Stands,1996-06-21,Newspapers,"['Crossette, Barbara']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,6.0,A.9,,,"['Treaties', 'Nuclear tests', 'Arms control']"
430597984,"China, on Eve of Trade Talks, Holds American as Smuggler",1996-06-06,Newspapers,"['Faison, Seth']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.14,,,"['Trade negotiation', 'Smuggling', 'Piracy', 'International relations-US', 'Arrests']"
430600635,Why Should We Care?,1996-06-14,Newspapers,"['Rosenthal, A M']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.29,,,"['International relations', 'Elections', 'Communism']"
430604689,Anti-Sub Seabed Grid Thrown Open To Research Uses,1996-07-02,Newspapers,"['Broad, William J']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,C.1,,,"['Surveillance', 'Research', 'Oceanography', 'Microphones', 'Audio equipment']"
430605866,Survivors Report Torture in North Korea Labor Camps,1996-07-14,Newspapers,"['Kristof, Nicholas D']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,1.6,,,"['Prisons', 'Prisoners', 'Political prisoners', 'Political asylum', 'Human rights']"
430607149,Troubling Issues in a Silicon Valley Spy Case,1996-07-08,Newspapers,"['Sims, Calvin']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,17.0,D.1,,,"['Semiconductors', 'Personal profiles', 'Industrial espionage']"
430613427,Two Cubans Wouldn't Toe Line for Olympic Glory,1996-07-05,Newspapers,"['Sterngold, James']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,17.0,A.3,,,"['Olympic games-1996', 'Defections', 'Boxing']"
430617127,Economic Summit Subplot: Do French Walls Have Ears?,1996-07-01,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.1,['Group of Seven'],,"['Security management', 'Industrial espionage', 'Electronic eavesdropping', 'Economic summit conferences']"
430624728,Art Flickers From Video Screens,1996-07-26,Newspapers,"['James, Caryn']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,17.0,C.1,,,"['Video recordings', 'Motion picture festivals']"
430645813,Tear Down All the Barricades: The Atlanta Games Are Over,1996-08-05,Newspapers,"['Vecsey, George']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,C.5,,,['Olympic games-1996']
430652223,Archives Confirm False Hope Fed Hungary Revolt,1996-09-28,Newspapers,"['Perlez, Jane']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,12.0,1.3,['Radio Free Europe-Radio Liberty Inc'],,"['Revolutions', 'Radio broadcasting', 'False information']"
430656718,The Rise and Fall of El Feo,1996-09-15,Newspapers,"['McDonald, Brian']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,12.0,13.1,,,"['Personal profiles', 'Gangs', 'Drug trafficking']"
430672239,A Leader of '89 China Protest Held on Subversion Charges,1996-10-13,Newspapers,"['Tyler, Patrick E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,1.1,,,['Political persecution']
430673551,Lippo Suction,1996-10-28,Newspapers,"['Safire, William']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.19,['Democratic Party'],,"['Scandals', 'Presidential elections', 'Political finance', 'Political ethics']"
430679776,North Korea Charges American With Spying,1996-10-09,Newspapers,['Anonymous'],11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.7,,,"['International relations-US', 'Espionage', 'Arrests']"
430684013,The Nuclear Gamble,1996-10-11,Newspapers,"['Rosenthal, A M']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.39,,,"['Nuclear weapons', 'Military sales', 'International relations-US']"
430684620,U.S. Efforts Cited to Aid Man Held in North Korea,1996-10-08,Newspapers,['Anonymous'],11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.9,,,"['Espionage', 'Arrests']"
430686848,Myths of the Mideast,1996-10-04,Newspapers,"['Rosenthal, A M']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.33,,,"['Political campaigns', 'Peace negotiations', 'Foreign policy', 'Palestinian people']"
430688974,News Summary,1996-10-03,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430689004,Travelers' Pet Peeve: Britain's 'Jailing' of Animals,1996-10-02,Newspapers,"['Lyall, Sarah']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,1.0,A.4,,,"['Quarantine', 'Pets']"
430693423,How a Stalled Submarine Sank North Korea's Hopes,1996-11-17,Newspapers,"['Kristof, Nicholas D']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,5.0,1.12,,,"['Submarines', 'International relations', 'Espionage']"
430693867,"North Korea Frees American, Prompting Optimism on Other Issues",1996-11-28,Newspapers,"['Kristof, Nicholas D']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.7,,,"['International relations-US', 'Espionage']"
430694829,Missing Felon Obsessed With Spotlight,1996-11-25,Newspapers,"['Glaberson, William']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,B.1,,,"['Fugitives', 'Tax evasion', 'Personal profiles', 'Law']"
430696965,"U.S. Radio Aiming At China 'Tyranny,' But Few Can Hear It",1996-12-27,Newspapers,"['Tyler, Patrick E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.1,['Radio Free Asia'],,"['Radio broadcasting', 'Political dissent', 'International relations-US']"
430697872,News Summary,1996-11-26,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430698448,News Summary,1996-11-21,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.2,,,
430698484,U.N. Reports 3 Million New H.I.V. Cases Worldwide for '96,1996-11-28,Newspapers,"['Altman, Lawrence K']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,,A.10,"['UN', 'World Health Organization', 'United Nations--UN']","['923120', '928120']","['Acquired immune deficiency syndrome', 'Human immunodeficiency virus', 'Epidemics', 'Statistics', 'Human immunodeficiency virus--HIV', 'Acquired immune deficiency syndrome--AIDS']"
430699769,News Summary,1996-12-20,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.2,,,
430699796,Man Once Held as a Spy In North Korea Is a Suicide,1996-12-19,Newspapers,"['Egan, Timothy']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.14,,,"['Espionage', 'Fugitives', 'Suicides & suicide attempts']"
430699838,Russian Military Loses Satellites,1996-11-22,Newspapers,"['Gordon, Michael R']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,5.0,A.1,,,"['Satellites', 'National security', 'Military strategy']"
430700096,One Commando Still At Large In Korea Submarine Manhunt,1996-11-06,Newspapers,"['Kristof, Nicholas D']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,5.0,A.14,,,"['Military personnel', 'Espionage']"
430705484,"Soldier Is No Spy, but Is Convicted of Fraud",1996-12-24,Newspapers,,11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,A.12,,,"['Fraud', 'Courts martial', 'Convictions', 'Military personnel', 'Cybercrime']"
430708310,Businessman at White House Social Has Close Ties to China's Military Power,1996-12-21,Newspapers,"['Sanger, David E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,1.9,,,"['Political ethics', 'Political finance']"
430708487,China Sentences Tibetan on a Fulbright to 18 Years for Spying,1996-12-28,Newspapers,"['Tyler, Patrick E']",11561,New York Times,NEW YORK,NY,New York Times Company,10018,Articles - All Types,English,0.0,1.3,,,"['Political prisoners', 'Criminal sentences']"
